Player,Year,Salary
Xavier Munford,2015,123548
Jordan Hamilton,2015,119461
Alan Williams,2015,114284
Orlando Johnson,2015,111444
Jonathan Holmes,2015,100000
Justin Harper,2015,99418
Bryce Cotton,2015,99418
Alex Stepheson,2015,92662
Chuck Hayes,2015,70549
Axel Toupane,2015,61775
Bryce Dejean-Jones,2015,61775
Keith Appling,2015,61775
Coty Clarke,2015,61774
Briante Weber,2015,61774
Elliot Williams,2015,57726
Quincy Miller,2015,50000
Thanasis Antetokounmpo,2015,30887
JJ O'Brien,2015,30887
Nate Robinson,2015,26456
Dorell Wright,2015,17637
John Holland,2015,9266
LeBron James,2016,30963450
Al Horford,2016,26540100
Kevin Durant,2016,26540100
James Harden,2016,26540100
Mike Conley,2016,26540100
Russell Westbrook,2016,26540100
DeMar DeRozan,2016,26540100
Dirk Nowitzki,2016,25000000
Carmelo Anthony,2016,24559380
Damian Lillard,2016,24328425
Chris Bosh,2016,23741060
Dwight Howard,2016,23500000
Dwyane Wade,2016,23200000
Chris Paul,2016,22868827
Harrison Barnes,2016,22116750
Andre Drummond,2016,22116750
Chandler Parsons,2016,22116750
Hassan Whiteside,2016,22116750
Anthony Davis,2016,22116750
Bradley Beal,2016,22116750
Derrick Rose,2016,21323252
Brook Lopez,2016,21165675
Kevin Love,2016,21165675
DeAndre Jordan,2016,21165675
Marc Gasol,2016,21165675
Nicolas Batum,2016,20869566
LaMarcus Aldridge,2016,20575005
Blake Griffin,2016,20093064
Paul Millsap,2016,20072033
Ryan Anderson,2016,18735364
Allen Crabbe,2016,18500000
Paul George,2016,18100000
Luol Deng,2016,18000000
Kyrie Irving,2016,17638063
Kawhi Leonard,2016,17638063
Jimmy Butler,2016,17552209
Tobias Harris,2016,17200000
Wesley Matthews,2016,17145838
Greg Monroe,2016,17145838
Enes Kanter,2016,17145838
Joakim Noah,2016,17000000
Evan Fournier,2016,17000000
Bismack Biyombo,2016,17000000
Klay Thompson,2016,16663575
Evan Turner,2016,16393443
Gordon Hayward,2016,16073140
Timofey Mozgov,2016,16000000
Ian Mahinmi,2016,16000000
Goran Dragic,2016,15891725
DeMarcus Cousins,2016,15756438
John Wall,2016,15756438
Kent Bazemore,2016,15730337
Pau Gasol,2016,15500000
Tristan Thompson,2016,15330435
Draymond Green,2016,15330435
Khris Middleton,2016,15200000
Danilo Gallinari,2016,15050000
Jeff Green,2016,15000000
Reggie Jackson,2016,14956522
Deron Williams,2016,14885520
Tony Parker,2016,14445313
Jonas Valanciunas,2016,14382023
DeMarre Carroll,2016,14200000
Rajon Rondo,2016,14000000
Eric Bledsoe,2016,14000000
Manu Ginobili,2016,14000000
Ricky Rubio,2016,13400000
Rudy Gay,2016,13333333
Jamal Crawford,2016,13253012
Robin Lopez,2016,13219250
Michael Kidd-Gilchrist,2016,13000000
JR Smith,2016,12800000
Brandon Knight,2016,12606250
Jordan Clarkson,2016,12500000
Arron Afflalo,2016,12500000
Tyson Chandler,2016,12415000
Miles Plumlee,2016,12400000
Eric Gordon,2016,12385665
John Henson,2016,12267606
Marvin Williams,2016,12250000
Serge Ibaka,2016,12250000
Stephen Curry,2016,12112359
Nikola Pekovic,2016,12100000
Kenneth Faried,2016,12078652
Thaddeus Young,2016,12078652
Amir Johnson,2016,12000000
Kemba Walker,2016,12000000
Kyle Lowry,2016,12000000
Marcin Gortat,2016,12000000
Nikola Vucevic,2016,11750000
Solomon Hill,2016,11709603
Jeremy Lin,2016,11483254
Andrew Bogut,2016,11410378
Courtney Lee,2016,11242000
Wilson Chandler,2016,11233146
Andre Iguodala,2016,11131368
Derrick Favors,2016,11050000
Austin Rivers,2016,11000000
Jrue Holiday,2016,11000000
Joe Johnson,2016,11000000
Jon Leuer,2016,10991957
Anderson Varejao,2016,10851659
Monta Ellis,2016,10763500
Mirza Teletovic,2016,10500000
Jared Dudley,2016,10470000
Al Jefferson,2016,10230179
Tyreke Evans,2016,10203755
Zach Randolph,2016,10000000
Terrence Ross,2016,10000000
Danny Green,2016,10000000
Alec Burks,2016,9904495
Omer Asik,2016,9904494
Iman Shumpert,2016,9662922
Matthew Dellavedova,2016,9607500
Jerryd Bayless,2016,9424084
Trevor Booker,2016,9250000
Meyers Leonard,2016,9213484
Gerald Henderson,2016,9000000
Moe Harkless,2016,8988764
Taj Gibson,2016,8950000
E'Twaun Moore,2016,8801363
Kris Humphries,2016,8630000
Ersan Ilyasova,2016,8400000
Dwight Powell,2016,8375000
Avery Bradley,2016,8269663
Tiago Splitter,2016,8250000
Darrell Arthur,2016,8070175
Kosta Koufos,2016,8046500
Tyler Zeller,2016,8000000
Jeff Teague,2016,8000000
Kevin Garnett,2016,8000000
Garrett Temple,2016,8000000
Anthony Tolliver,2016,8000000
George Hill,2016,8000000
Channing Frye,2016,7806971
Trevor Ariza,2016,7800000
Jose Calderon,2016,7708427
Al-Farouq Aminu,2016,7680965
Cole Aldrich,2016,7643979
Corey Brewer,2016,7612172
Festus Ezeli,2016,7400000
Markieff Morris,2016,7400000
JJ Redick,2016,7377500
Cory Joseph,2016,7315000
DJ Augustin,2016,7250000
Jeremy Lamb,2016,7000000
Louis Williams,2016,7000000
Rodney Stuckey,2016,7000000
Boris Diaw,2016,7000000
Sergio Rodriguez,2016,6800000
Carl Landry,2016,6750000
Ed Davis,2016,6666667
Isaiah Thomas,2016,6587131
Victor Oladipo,2016,6552960
Jodie Meeks,2016,6540000
Matt Barnes,2016,6508351
Aron Baynes,2016,6500000
Marco Belinelli,2016,6333333
Jae Crowder,2016,6286408
Tarik Black,2016,6191000
Lance Thomas,2016,6191000
Andrew Nicholson,2016,6088993
Patrick Patterson,2016,6050000
Andrew Wiggins,2016,6006600
Ramon Sessions,2016,6000000
Ishmael Smith,2016,6000000
Patrick Beverley,2016,6000000
Wayne Ellington,2016,6000000
Alex Abrines,2016,5994764
Karl-Anthony Towns,2016,5960160
Ben Simmons,2016,5903160
Otto Porter,2016,5893981
Nikola Mirotic,2016,5782450
Shaun Livingston,2016,5782450
Josh McRoberts,2016,5782450
Spencer Hawes,2016,5782450
Brandan Wright,2016,5709880
Tim Duncan,2016,5643750
Boban Marjanovic,2016,5628000
Wesley Johnson,2016,5628000
Tyler Johnson,2016,5628000
Jared Sullinger,2016,5628000
Brandon Jennings,2016,5587318
Nick Young,2016,5443918
Jabari Parker,2016,5374320
Lance Stephenson,2016,5371672
D'Angelo Russell,2016,5332800
Josh Smith,2016,5331729
Cody Zeller,2016,5318313
PJ Tucker,2016,5300000
Brandon Ingram,2016,5281680
Kyle Korver,2016,5239437
Darren Collison,2016,5229454
Larry Sanders,2016,5207722
Langston Galloway,2016,5200000
Derrick Williams,2016,5020145
Jonas Jerebko,2016,5000000
Luis Scola,2016,5000000
Roy Hibbert,2016,5000000
Tony Allen,2016,5000000
CJ Watson,2016,5000000
Jason Smith,2016,5000000
Alexis Ajinca,2016,4863206
Mike Dunleavy,2016,4837500
Kyle Singler,2016,4837500
Joel Embiid,2016,4826160
Alex Len,2016,4823621
Jahlil Okafor,2016,4788840
Jaylen Brown,2016,4743000
Marcus Morris,2016,4625000
CJ Miles,2016,4583450
Jameer Nelson,2016,4540525
Nerlens Noel,2016,4384490
Aaron Gordon,2016,4351320
Greivis Vasquez,2016,4347826
Kristaps Porzingis,2016,4317720
Dragan Bender,2016,4276320
Vince Carter,2016,4264057
Devin Harris,2016,4227996
Jose Juan Barea,2016,4096950
Ben McLemore,2016,4008882
Thabo Sefolosha,2016,4000000
James Johnson,2016,4000000
Udonis Haslem,2016,4000000
Jordan Hill,2016,4000000
Leandro Barbosa,2016,4000000
Dante Exum,2016,3940320
Kyle O'Quinn,2016,3918750
Mario Hezonja,2016,3909840
Kris Dunn,2016,3872520
Nemanja Bjelica,2016,3800000
Nick Collison,2016,3750000
Kentavious Caldwell-Pope,2016,3678319
Quincy Pondexter,2016,3617978
Marcus Smart,2016,3578880
Bojan Bogdanovic,2016,3573020
Willie Cauley-Stein,2016,3551160
Will Barton,2016,3533333
Paul Pierce,2016,3527920
Buddy Hield,2016,3517200
Mike Miller,2016,3500000
Lavoy Allen,2016,3500000
Brandon Rush,2016,3500000
Anthony Morrow,2016,3488000
Trey Burke,2016,3386597
Kevin Martin,2016,3336000
KJ McDaniels,2016,3333333
Mike Scott,2016,3333333
Troy Daniels,2016,3332940
Julius Randle,2016,3267120
Ronnie Price,2016,3251227
Emmanuel Mudiay,2016,3241800
CJ McCollum,2016,3219579
Jamal Murray,2016,3210840
Patrick Mills,2016,3200000
Michael Carter-Williams,2016,3183526
Omri Casspi,2016,3149524
Steven Adams,2016,3140517
Kelly Olynyk,2016,3094013
Shabazz Muhammad,2016,3046299
Justin Hamilton,2016,3000000
Dante Cunningham,2016,3000000
Giannis Antetokounmpo,2016,2995420
Nik Stauskas,2016,2993040
Stanley Johnson,2016,2969880
Quincy Acy,2016,2965505
Marquese Chriss,2016,2941440
Seth Curry,2016,2898000
Zaza Pachulia,2016,2898000
Nenê,2016,2898000
James Ennis,2016,2898000
Dion Waiters,2016,2898000
Mindaugas Kuzminskas,2016,2898000
Dewayne Dedmon,2016,2898000
Tomas Satoransky,2016,2870813
Tibor Pleiss,2016,2800000
Noah Vonleh,2016,2751360
Frank Kaminsky,2016,2730000
Dennis Schroeder,2016,2708582
Jakob Poeltl,2016,2703960
Aaron Brooks,2016,2700000
Elfrid Payton,2016,2613600
Justise Winslow,2016,2593440
Thon Maker,2016,2568600
Malcolm Delaney,2016,2500000
Randy Foye,2016,2500000
Richard Jefferson,2016,2500000
Martell Webster,2016,2500000
Doug McDermott,2016,2483040
Domantas Sabonis,2016,2440200
Shelvin Mack,2016,2433334
Myles Turner,2016,2380440
Tony Snell,2016,2368327
Archie Goodwin,2016,2350999
Gorgui Dieng,2016,2348782
Trey Lyles,2016,2340600
Mason Plumlee,2016,2328530
Taurean Prince,2016,2318280
Dario Saric,2016,2318280
Tim Hardaway Jr,2016,2281605
Reggie Bullock,2016,2255644
Alonzo Gee,2016,2255408
Zach LaVine,2016,2240880
Devin Booker,2016,2223600
Luc Mbah a Moute,2016,2203000
Georgios Papagiannis,2016,2202240
Maurice Williams,2016,2194500
Andre Roberson,2016,2183072
TJ Warren,2016,2128920
Rudy Gobert,2016,2121287
Cameron Payne,2016,2112480
Joe Ingles,2016,2100000
Denzel Valentine,2016,2092200
Tim Frazier,2016,2090000
Adreian Payne,2016,2022240
Kelly Oubre,2016,2006640
Juan Hernangomez,2016,1987440
Jusuf Nurkic,2016,1921320
Lucas Nogueira,2016,1921320
Terry Rozier,2016,1906440
James Young,2016,1825200
Rashad Vaughn,2016,1811040
Kevin Seraphin,2016,1800000
Wade Baldwin,2016,1793760
Tyler Ennis,2016,1733880
Sam Dekker,2016,1720560
Joffrey Lauvergne,2016,1709719
Henry Ellenson,2016,1704120
Gary Harris,2016,1655880
Jerian Grant,2016,1643040
Malik Beasley,2016,1627320
RJ Hunter,2016,1625240
Bruno Caboclo,2016,1589640
Delon Wright,2016,1577280
Jarrett Jack,2016,1571705
Caris LeVert,2016,1562280
Chris Andersen,2016,1551659
James Jones,2016,1551659
David West,2016,1551659
Raymond Felton,2016,1551659
Brandon Bass,2016,1551659
Metta World Peace,2016,1551659
Jason Terry,2016,1551659
Steve Novak,2016,1551659
Caron Butler,2016,1551659
David Lee,2016,1551659
Mitch McGary,2016,1526040
Justin Anderson,2016,1514160
Marcelo Huertas,2016,1500000
DeAndre Bembry,2016,1499760
Jordan Adams,2016,1465080
Demetrius Jackson,2016,1450000
Malachi Richardson,2016,1439880
Gerald Green,2016,1410598
Sasha Vujacic,2016,1410598
Rodney Hood,2016,1406520
Bobby Portis,2016,1404600
JaVale McGee,2016,1403611
Marreese Speights,2016,1403611
Michael Beasley,2016,1403611
Rondae Hollis-Jefferson,2016,1395600
Willy Hernangomez,2016,1375000
Deyonta Davis,2016,1369229
Nikola Jokic,2016,1358500
Shabazz Napier,2016,1350120
Tyus Jones,2016,1339680
Sasha Kaun,2016,1333420
Timothe Luwawu,2016,1326960
Alan Anderson,2016,1315448
Ty Lawson,2016,1315448
Marcus Thornton,2016,1315448
Clint Capela,2016,1296240
Jarell Martin,2016,1286160
Brice Johnson,2016,1273920
Jeremy Evans,2016,1227286
Luke Babbitt,2016,1227286
Jordan Mickey,2016,1223653
CJ Wilcox,2016,1209600
Larry Nance Jr,2016,1207680
Terrence Jones,2016,1207194
Pascal Siakam,2016,1196040
Kyle Anderson,2016,1192080
Josh Huestis,2016,1191480
Chris McCullough,2016,1191480
Skal Labissiere,2016,1188840
Livio Jean-Charles,2016,1188840
Kevon Looney,2016,1182840
Dejounte Murray,2016,1180080
Damian Jones,2016,1171560
Hollis Thompson,2016,1131040
Isaiah Whitehead,2016,1074145
Joseph Young,2016,1052342
Rakeem Christmas,2016,1052342
Brian Roberts,2016,1050961
Pablo Prigioni,2016,1050961
Thomas Robinson,2016,1050961
John Jenkins,2016,1050961
Glenn Robinson III,2016,1050500
Montrezl Harrell,2016,1045000
Ivica Zubac,2016,1034865
Richaun Holmes,2016,1024000
Anthony Brown,2016,1023838
Mike Muscala,2016,1015696
Anthony Bennett,2016,1015696
Isaiah Canaan,2016,1015696
Ian Clark,2016,1015696
Justin Holiday,2016,1015696
Robert Covington,2016,1015696
Jeff Withey,2016,1015696
DeAndre Liggins,2016,1015695
Walter Tavares,2016,1006000
Joe Harris,2016,980431
Sean Kilpatrick,2016,980431
Nick Johnson,2016,980431
Beno Udrih,2016,980431
James Michael McAdoo,2016,980431
JaMychal Green,2016,980431
Louis Amundson,2016,980431
Jerami Grant,2016,980431
Damjan Rudez,2016,980431
Elton Brand,2016,980000
Axel Toupane,2016,977534
Stephen Zimmerman,2016,950000
Andrew Harrison,2016,945000
Bobby Brown,2016,940070
Tyler Ulis,2016,918369
Jason Thompson,2016,893333
Raul Neto,2016,877800
Malcolm Brogdon,2016,875000
Christian Wood,2016,874636
Cristiano Felicio,2016,874636
Jordan McRae,2016,874636
Salah Mejri,2016,874636
Darrun Hilliard,2016,874636
Josh Richardson,2016,874636
TJ McConnell,2016,874636
Alan Williams,2016,874636
Pat Connaughton,2016,874636
Jonathon Simmons,2016,874636
Norman Powell,2016,874636
Paul Zipser,2016,750000
Spencer Dinwiddie,2016,726672
Ryan Kelly,2016,713305
Jonathan Gibson,2016,671346
Joel Anthony,2016,663810
Troy Williams,2016,652165
AJ Hammons,2016,650000
Michael Gbinije,2016,650000
Georges Niang,2016,650000
Briante Weber,2016,623447
Donatas Motiejunas,2016,607491
Jake Layman,2016,600000
Joel Bolomboy,2016,600000
John Lucas,2016,580344
Gary Payton II,2016,578636
Toney Douglas,2016,564868
Treveon Graham,2016,543471
Kay Felder,2016,543471
Nicolas Brussino,2016,543471
Dorian Finney-Smith,2016,543471
Patrick McCaw,2016,543471
Kyle Wiltjer,2016,543471
Chinanu Onuaku,2016,543471
Diamond Stone,2016,543471
Rodney McGruder,2016,543471
Cheick Diallo,2016,543471
Ron Baker,2016,543471
Marshall Plumlee,2016,543471
Maurice Ndour,2016,543471
Semaj Christon,2016,543471
Derrick Jones,2016,543471
Tim Quarterman,2016,543471
Davis Bertans,2016,543471
Bryn Forbes,2016,543471
Fred VanVleet,2016,543471
Daniel Ochefu,2016,543471
Sheldon Mac,2016,543471
Danuel House,2016,543471
Chasson Randle,2016,541170
Arinze Onuaku,2016,426775
Yogi Ferrell,2016,409300
Johnny O'Bryant,2016,392169
Aaron Harrison,2016,365289
Okaro White,2016,310995
Isaiah Taylor,2016,305000
Norris Cole,2016,288131
Ben Bentil,2016,281968
Jarell Eddie,2016,277898
Elliot Williams,2016,250000
Yi Jianlian,2016,250000
Lamar Patterson,2016,242963
Jordan Crawford,2016,234920
Nicolas Laprovittola,2016,204601
Reggie Williams,2016,193307
Pierre Jackson,2016,191810
Brandon Paul,2016,155000
Shawn Long,2016,154512
Robbie Hummel,2016,150000
Jarnell Stokes,2016,150000
Mike Tobey,2016,138937
Patricio Garino,2016,131968
Jarrod Uthoff,2016,129920
Marcus Paige,2016,125000
Ray McCallum,2016,119493
Manny Harris,2016,119493
Wayne Selden,2016,115087
Egidijus Mockevicius,2016,100000
Stefan Jankovic,2016,100000
JP Tokoto,2016,100000
Isaiah Cousins,2016,100000
Quinn Cook,2016,95904
Marcus Georges-Hunt,2016,88936
Jordan Farmar,2016,82976
Prince Ibeh,2016,77250
Keith Benson,2016,75000
Kaleb Tarczewski,2016,75000
Ryan Arcidiacono,2016,75000
Henry Sims,2016,75000
Quincy Ford,2016,75000
Alex Poythress,2016,73743
David Nwaba,2016,73528
Gary Neal,2016,72193
Kyle Collinsworth,2016,70000
Thomas Walkup,2016,69500
James Webb,2016,65000
Zach Auguste,2016,60000
Brady Heslip,2016,56500
Matt Costello,2016,50000
Damion Lee,2016,50000
Nate Wolters,2016,50000
DJ Kennedy,2016,50000
Scott Wood,2016,50000
Elgin Cook,2016,50000
Julyan Stone,2016,50000
Alex Caruso,2016,50000
Anthony Barber,2016,50000
Dionte Christmas,2016,50000
EJ Singler,2016,50000
Beau Beech,2016,45000
Phil Pressey,2016,35000
Nikola Jovanovic,2016,30000
Jalen Jones,2016,25000
Nick Zeisloft,2016,25000
Tony Wroten,2016,25000
Dahntay Jones,2016,24022
Stephen Curry,2017,34682550
LeBron James,2017,33285709
Paul Millsap,2017,30769231
Gordon Hayward,2017,29727900
Blake Griffin,2017,29512900
Kyle Lowry,2017,28903704
Mike Conley,2017,28530608
James Harden,2017,28299399
Russell Westbrook,2017,28299399
DeMar DeRozan,2017,27739975
Al Horford,2017,27734405
Carmelo Anthony,2017,26243760
Damian Lillard,2017,26153057
Jrue Holiday,2017,25686667
Chris Bosh,2017,25289390
Kevin Durant,2017,25000000
Otto Porter,2017,24773250
Chris Paul,2017,24268959
CJ McCollum,2017,23962573
Andre Drummond,2017,23775506
Hassan Whiteside,2017,23775506
Anthony Davis,2017,23775506
Bradley Beal,2017,23775506
Dwight Howard,2017,23500000
Harrison Barnes,2017,23112004
Chandler Parsons,2017,23112004
JJ Redick,2017,23000000
Kevin Love,2017,22642350
DeAndre Jordan,2017,22642350
Brook Lopez,2017,22642350
Marc Gasol,2017,22642350
Giannis Antetokounmpo,2017,22471911
Steven Adams,2017,22471911
Nicolas Batum,2017,22434783
LaMarcus Aldridge,2017,21461010
Greg Monroe,2017,21384175
Rudy Gobert,2017,21224719
Victor Oladipo,2017,21000000
Danilo Gallinari,2017,20559599
Serge Ibaka,2017,20061729
George Hill,2017,20000000
Ryan Anderson,2017,19578455
Paul George,2017,19300000
Jeff Teague,2017,19000000
Kyrie Irving,2017,18868626
Kawhi Leonard,2017,18868625
Jimmy Butler,2017,18696918
Allen Crabbe,2017,18500000
DeMarcus Cousins,2017,18063850
John Wall,2017,18063850
Enes Kanter,2017,17884176
Wesley Matthews,2017,17884175
Dwyane Wade,2017,17878652
Klay Thompson,2017,17826150
Joakim Noah,2017,17765000
Kentavious Caldwell-Pope,2017,17745894
Luol Deng,2017,17190000
Evan Turner,2017,17131148
Goran Dragic,2017,17000450
Bismack Biyombo,2017,17000000
Evan Fournier,2017,17000000
Kent Bazemore,2017,16910112
Robert Covington,2017,16698103
Tim Hardaway Jr,2017,16500000
Tristan Thompson,2017,16400000
Draymond Green,2017,16400000
Reggie Jackson,2017,16000000
Tobias Harris,2017,16000000
Pau Gasol,2017,16000000
Ian Mahinmi,2017,16000000
Dennis Schroeder,2017,15500000
Jonas Valanciunas,2017,15460675
Tony Parker,2017,15453126
Timofey Mozgov,2017,15280000
Jamal Crawford,2017,15270762
Andre Iguodala,2017,14814815
DeMarre Carroll,2017,14800000
Eric Bledsoe,2017,14500000
Gorgui Dieng,2017,14112360
Khris Middleton,2017,14100000
Ricky Rubio,2017,14100000
Mason Plumlee,2017,14041096
Taj Gibson,2017,14000000
Robin Lopez,2017,13788500
JR Smith,2017,13760000
James Johnson,2017,13734000
Joe Ingles,2017,13636364
Brandon Knight,2017,13618750
Marvin Williams,2017,13168750
Michael Kidd-Gilchrist,2017,13000000
Tyson Chandler,2017,13000000
Eric Gordon,2017,12943020
Kenneth Faried,2017,12921348
Thaddeus Young,2017,12921348
Marcin Gortat,2017,12782609
Cody Zeller,2017,12584270
Nikola Mirotic,2017,12500000
Miles Plumlee,2017,12400000
Zach Randolph,2017,12307692
Nikola Vucevic,2017,12250000
Solomon Hill,2017,12236535
Dion Waiters,2017,12100000
Wilson Chandler,2017,12016854
Kelly Olynyk,2017,12007169
Jeremy Lin,2017,12000000
Kemba Walker,2017,12000000
Derrick Favors,2017,12000000
Austin Rivers,2017,11825000
Courtney Lee,2017,11747890
Nikola Pekovic,2017,11600000
Jordan Clarkson,2017,11562500
John Henson,2017,11422536
Amir Johnson,2017,11000000
Alec Burks,2017,10845506
Patrick Mills,2017,10714286
Moe Harkless,2017,10662922
Omer Asik,2017,10595505
Bojan Bogdanovic,2017,10500000
Mirza Teletovic,2017,10500000
Terrence Ross,2017,10500000
Jon Leuer,2017,10497319
Iman Shumpert,2017,10337079
Joe Johnson,2017,10254904
Darren Collison,2017,10000000
Jared Dudley,2017,10000000
Danny Green,2017,10000000
Meyers Leonard,2017,9904495
Tony Snell,2017,9821429
Al Jefferson,2017,9769821
Matthew Dellavedova,2017,9607500
Trevor Booker,2017,9571137
Bogdan Bogdanovic,2017,9470614
Andre Roberson,2017,9259260
Dwight Powell,2017,9003125
Jerryd Bayless,2017,9000000
Avery Bradley,2017,8808989
JaMychal Green,2017,8533333
E'Twaun Moore,2017,8445024
Rudy Gay,2017,8406000
Kosta Koufos,2017,8393000
Corey Brewer,2017,8105615
Garrett Temple,2017,8000000
Vince Carter,2017,8000000
Markieff Morris,2017,8000000
CJ Miles,2017,7936509
Cristiano Felicio,2017,7843500
Shaun Livingston,2017,7692308
Cory Joseph,2017,7630000
PJ Tucker,2017,7590035
Andrew Wiggins,2017,7574322
Darrell Arthur,2017,7464912
Channing Frye,2017,7420912
Trevor Ariza,2017,7400000
Al-Farouq Aminu,2017,7319035
Cole Aldrich,2017,7300000
DJ Augustin,2017,7250000
Marco Belinelli,2017,7082277
Markelle Fultz,2017,7026240
Jeremy Lamb,2017,7000000
Kyle Korver,2017,7000000
Louis Williams,2017,7000000
Jameer Nelson,2017,6998920
Dewayne Dedmon,2017,6900000
Jae Crowder,2017,6796117
Jabari Parker,2017,6782392
Langston Galloway,2017,6666667
Lance Thomas,2017,6655325
Ersan Ilyasova,2017,6514288
Matt Barnes,2017,6400625
Ed Davis,2017,6352531
Rajon Rondo,2017,6300000
Jonathon Simmons,2017,6300000
Lonzo Ball,2017,6286560
Wayne Ellington,2017,6270000
Isaiah Thomas,2017,6261394
Karl-Anthony Towns,2017,6216840
Ben Simmons,2017,6168840
Joel Embiid,2017,6100266
Josh McRoberts,2017,6021175
Ishmael Smith,2017,6000000
Milos Teodosic,2017,6000000
Shelvin Mack,2017,6000000
Alan Williams,2017,6000000
Brandan Wright,2017,5955760
Wesley Johnson,2017,5881260
Boban Marjanovic,2017,5881260
Tyler Johnson,2017,5821260
Alex Abrines,2017,5725000
Jayson Tatum,2017,5645400
D'Angelo Russell,2017,5562360
Brandon Ingram,2017,5519400
Josh Smith,2017,5514806
Patrick Beverley,2017,5513514
Aaron Gordon,2017,5504419
Deron Williams,2017,5474787
Arron Afflalo,2017,5328652
Anthony Tolliver,2017,5290000
Thabo Sefolosha,2017,5250000
Jason Smith,2017,5225000
Ben McLemore,2017,5200000
Nick Young,2017,5192000
Patrick Patterson,2017,5192000
Josh Jackson,2017,5090040
Mike Muscala,2017,5000000
Marcus Morris,2017,5000000
Dirk Nowitzki,2017,5000000
Larry Sanders,2017,5000000
Jahlil Okafor,2017,4995120
Dante Exum,2017,4992385
Alexis Ajinca,2017,4961798
Jaylen Brown,2017,4956480
Richard Jefferson,2017,4828652
Sean Kilpatrick,2017,4774445
Kyle Singler,2017,4666500
De'Aaron Fox,2017,4609200
Marcus Smart,2017,4538019
Kristaps Porzingis,2017,4503600
Justin Holiday,2017,4500000
Dragan Bender,2017,4468800
Devin Harris,2017,4402546
Ron Baker,2017,4328000
Aron Baynes,2017,4300000
Nerlens Noel,2017,4187599
Alex Len,2017,4187599
Jonathan Isaac,2017,4186320
Lance Stephenson,2017,4180000
Julius Randle,2017,4149242
Kyle O'Quinn,2017,4087500
Mario Hezonja,2017,4078320
Kris Dunn,2017,4046760
Noah Vonleh,2017,4031018
Jonas Jerebko,2017,4000000
Nemanja Bjelica,2017,3950000
Jose Juan Barea,2017,3903900
Quincy Pondexter,2017,3853931
Lauri Markkanen,2017,3821640
Nik Stauskas,2017,3807146
Willie Cauley-Stein,2017,3704160
Paul Pierce,2017,3679840
Buddy Hield,2017,3675480
Will Barton,2017,3533333
Frank Ntilikina,2017,3501120
Lavoy Allen,2017,3500000
Zaza Pachulia,2017,3477600
Nenê,2017,3477600
Troy Daniels,2017,3408520
Emmanuel Mudiay,2017,3381480
Jamal Murray,2017,3355320
Elfrid Payton,2017,3332340
Doug McDermott,2017,3294994
Tarik Black,2017,3290000
Tyreke Evans,2017,3290000
Jodie Meeks,2017,3290000
Dennis Smith,2017,3218280
Zach LaVine,2017,3202217
Ekpe Udoh,2017,3200000
TJ Warren,2017,3152930
Stanley Johnson,2017,3097800
Thon Maker,2017,3086784
Marquese Chriss,2017,3073800
Zach Collins,2017,3057240
Seth Curry,2017,3028410
James Ennis,2017,3028410
Mindaugas Kuzminskas,2017,3028410
Tomas Satoransky,2017,3000000
Ramon Sessions,2017,2986463
Jusuf Nurkic,2017,2947304
Lucas Nogueira,2017,2947304
Malik Monk,2017,2904480
Frank Kaminsky,2017,2847600
Andrew Nicholson,2017,2844429
Jakob Poeltl,2017,2825640
Luke Kennard,2017,2759280
Justise Winslow,2017,2705040
Michael Carter-Williams,2017,2700000
Cedi Osman,2017,2642857
Donovan Mitchell,2017,2621280
Gary Harris,2017,2550055
Domantas Sabonis,2017,2550000
Derrick Rose,2017,2533488
Malcolm Delaney,2017,2500000
Reggie Bullock,2017,2500000
Manu Ginobili,2017,2500000
Bam Adebayo,2017,2490360
Georgios Papagiannis,2017,2486757
Myles Turner,2017,2483040
Bruno Caboclo,2017,2451224
Ronnie Price,2017,2442455
Trey Lyles,2017,2441400
Taurean Prince,2017,2422560
Dario Saric,2017,2422560
Rodney Hood,2017,2386864
Justin Jackson,2017,2365560
Shabazz Napier,2017,2361359
Rashad Vaughn,2017,2338653
Clint Capela,2017,2334528
Jose Calderon,2017,2328652
David West,2017,2328652
Udonis Haslem,2017,2328652
Jason Terry,2017,2328652
Jarrett Jack,2017,2328652
Raymond Felton,2017,2328652
Nick Collison,2017,2328652
Devin Booker,2017,2319360
Dante Cunningham,2017,2300000
Wade Baldwin,2017,2254292
Guerschon Yabusele,2017,2247480
Justin Patton,2017,2247480
Monta Ellis,2017,2245400
Cameron Payne,2017,2203440
Denzel Valentine,2017,2186400
Kyle Anderson,2017,2151704
DJ Wilson,2017,2135040
Jeff Green,2017,2116955
JaVale McGee,2017,2116955
Luc Mbah a Moute,2017,2116955
Aaron Brooks,2017,2116955
Michael Beasley,2017,2116955
Marreese Speights,2017,2116955
Omri Casspi,2017,2106470
Mario Chalmers,2017,2106407
Darius Miller,2017,2100000
Kelly Oubre,2017,2093040
Juan Hernangomez,2017,2076840
TJ Leaf,2017,2028360
Spencer Hawes,2017,2007058
Tim Frazier,2017,2000000
Terry Rozier,2017,1988520
Luke Babbitt,2017,1974159
John Collins,2017,1936920
Shabazz Muhammad,2017,1924755
Harry Giles,2017,1859400
Troy Williams,2017,1842176
Sam Dekker,2017,1794600
Terrance Ferguson,2017,1785000
Henry Ellenson,2017,1780800
Eric Moreland,2017,1740000
Jerian Grant,2017,1713840
Jarrett Allen,2017,1713720
